Record Id,Category
LEX-FAOC007915,demand_side
LEX-FAOC007923,unclear
LEX-FAOC007937,supply_side
LEX-FAOC007938,supply_side
LEX-FAOC007940,supply_side
LEX-FAOC007969,supply_side
LEX-FAOC007989,unclear
LEX-FAOC008000,supply_side
LEX-FAOC008019,supply_side
LEX-FAOC008022,supply_side
LEX-FAOC008026,supply_side
LEX-FAOC008028,supply_side
LEX-FAOC008038,demand_side
LEX-FAOC008040,demand_side
LEX-FAOC008060,unclear
LEX-FAOC008061,supply_side
LEX-FAOC008063,unclear
LEX-FAOC008065,demand_side
LEX-FAOC008066,unclear
LEX-FAOC008068,supply_side
LEX-FAOC008069,supply_side
LEX-FAOC008072,supply_side
LEX-FAOC008080,unclear
LEX-FAOC008081,supply_side
LEX-FAOC008082,supply_side
LEX-FAOC008083,demand_side
LEX-FAOC008088,unclear
LEX-FAOC008092,supply_side
LEX-FAOC008100,supply_side
LEX-FAOC008102,supply_side
LEX-FAOC008103,unclear
LEX-FAOC008104,supply_side
LEX-FAOC008105,supply_side
LEX-FAOC008109,demand_side
LEX-FAOC008110,unclear
LEX-FAOC008112,unclear
LEX-FAOC008122,supply_side
LEX-FAOC008123,supply_side
LEX-FAOC008124,supply_side
LEX-FAOC008125,unclear
LEX-FAOC008126,demand_side
LEX-FAOC008127,supply_side
LEX-FAOC008128,supply_side
LEX-FAOC008129,supply_side
LEX-FAOC008130,supply_side
LEX-FAOC008131,supply_side
LEX-FAOC008145,unclear
LEX-FAOC008146,supply_side
LEX-FAOC008152,supply_side
LEX-FAOC008156,supply_side
LEX-FAOC008164,demand_side
LEX-FAOC008168,demand_side
LEX-FAOC008173,demand_side
LEX-FAOC008175,demand_side
LEX-FAOC008176,supply_side
LEX-FAOC008179,supply_side
LEX-FAOC008213,supply_side
LEX-FAOC008219,supply_side
LEX-FAOC008221,demand_side
LEX-FAOC008226,supply_side
LEX-FAOC008231,supply_side
LEX-FAOC008238,unclear
LEX-FAOC008240,demand_side
LEX-FAOC008256,demand_side
LEX-FAOC008258,supply_side
LEX-FAOC008286,supply_side
LEX-FAOC008323,supply_side
LEX-FAOC008324,supply_side
LEX-FAOC008367,demand_side
LEX-FAOC008394,unclear
LEX-FAOC008396,unclear
LEX-FAOC008398,supply_side
LEX-FAOC008399,supply_side
LEX-FAOC008400,supply_side
LEX-FAOC008401,unclear
LEX-FAOC008410,supply_side
LEX-FAOC008415,supply_side
LEX-FAOC008418,supply_side
LEX-FAOC008419,supply_side
LEX-FAOC008420,supply_side
LEX-FAOC008421,demand_side
LEX-FAOC008422,supply_side
LEX-FAOC008423,supply_side
LEX-FAOC008424,demand_side
LEX-FAOC008425,supply_side
LEX-FAOC008426,supply_side
LEX-FAOC008429,unclear
LEX-FAOC008430,supply_side
LEX-FAOC008432,supply_side
LEX-FAOC008433,unclear
LEX-FAOC008442,unclear
LEX-FAOC008445,unclear
LEX-FAOC008448,supply_side
LEX-FAOC008449,supply_side
LEX-FAOC008453,unclear
LEX-FAOC008454,supply_side
LEX-FAOC008455,supply_side
LEX-FAOC008457,supply_side
LEX-FAOC008464,supply_side
LEX-FAOC008465,supply_side
LEX-FAOC008467,supply_side
LEX-FAOC008476,supply_side
LEX-FAOC008488,supply_side
LEX-FAOC008493,supply_side
LEX-FAOC008496,supply_side
LEX-FAOC008501,supply_side
LEX-FAOC008502,supply_side
LEX-FAOC008505,supply_side
LEX-FAOC008508,demand_side
LEX-FAOC008509,supply_side
LEX-FAOC008524,supply_side
LEX-FAOC008536,supply_side
LEX-FAOC008537,supply_side
LEX-FAOC008539,supply_side
LEX-FAOC008551,supply_side
LEX-FAOC008553,supply_side
LEX-FAOC008554,supply_side
LEX-FAOC008557,unclear
LEX-FAOC008562,supply_side
LEX-FAOC008565,supply_side
LEX-FAOC008567,supply_side
LEX-FAOC008569,unclear
LEX-FAOC008570,supply_side
LEX-FAOC008572,supply_side
LEX-FAOC008577,unclear
LEX-FAOC008578,demand_side
LEX-FAOC008579,unclear
LEX-FAOC008580,unclear
LEX-FAOC008589,demand_side
LEX-FAOC008590,supply_side
LEX-FAOC008591,supply_side
LEX-FAOC008596,supply_side
LEX-FAOC008597,supply_side
LEX-FAOC008607,supply_side
LEX-FAOC008623,supply_side
LEX-FAOC008657,unclear
LEX-FAOC008659,unclear
LEX-FAOC008664,supply_side
LEX-FAOC008666,supply_side
LEX-FAOC008668,supply_side
LEX-FAOC008669,supply_side
LEX-FAOC008676,supply_side
LEX-FAOC008677,supply_side
LEX-FAOC008678,supply_side
LEX-FAOC008679,supply_side
LEX-FAOC008693,supply_side
LEX-FAOC008694,supply_side
LEX-FAOC008697,supply_side
LEX-FAOC008701,demand_side
LEX-FAOC008722,supply_side
LEX-FAOC008752,unclear
LEX-FAOC008754,demand_side
LEX-FAOC008773,supply_side
LEX-FAOC008774,supply_side
LEX-FAOC008775,demand_side
LEX-FAOC008780,unclear
LEX-FAOC008799,supply_side
LEX-FAOC008801,demand_side
LEX-FAOC008802,supply_side
LEX-FAOC008806,demand_side
LEX-FAOC008808,supply_side
LEX-FAOC008811,supply_side
LEX-FAOC008867,supply_side
LEX-FAOC008868,supply_side
LEX-FAOC008869,supply_side
LEX-FAOC008871,supply_side
LEX-FAOC008874,demand_side
LEX-FAOC008875,unclear
LEX-FAOC008885,supply_side
LEX-FAOC008899,demand_side
LEX-FAOC008900,supply_side
LEX-FAOC008901,demand_side
LEX-FAOC008903,supply_side
LEX-FAOC008904,unclear
LEX-FAOC008912,supply_side
LEX-FAOC008920,unclear
LEX-FAOC008921,supply_side
LEX-FAOC009020,supply_side
LEX-FAOC009021,unclear
LEX-FAOC009022,demand_side
LEX-FAOC009023,supply_side
LEX-FAOC009024,supply_side
LEX-FAOC009044,supply_side
LEX-FAOC009046,supply_side
LEX-FAOC009050,demand_side
LEX-FAOC009153,demand_side
LEX-FAOC009159,unclear
LEX-FAOC009174,demand_side
LEX-FAOC009177,demand_side
LEX-FAOC009184,demand_side
LEX-FAOC009186,supply_side
LEX-FAOC009187,demand_side
LEX-FAOC009191,unclear
LEX-FAOC009192,supply_side
LEX-FAOC009193,unclear
LEX-FAOC009195,demand_side
LEX-FAOC009199,supply_side
LEX-FAOC009202,supply_side
LEX-FAOC009203,unclear
LEX-FAOC009205,supply_side
LEX-FAOC009245,unclear
LEX-FAOC009246,supply_side
LEX-FAOC009247,supply_side
LEX-FAOC009250,supply_side
LEX-FAOC009251,supply_side
LEX-FAOC009335,supply_side
LEX-FAOC009336,supply_side
LEX-FAOC009337,supply_side
LEX-FAOC009341,demand_side
LEX-FAOC009360,unclear
LEX-FAOC009392,supply_side
LEX-FAOC009405,supply_side
LEX-FAOC009426,supply_side
LEX-FAOC009429,demand_side
LEX-FAOC009443,supply_side
LEX-FAOC009466,supply_side
LEX-FAOC009467,supply_side
LEX-FAOC009469,supply_side
LEX-FAOC009470,demand_side
LEX-FAOC009471,supply_side
LEX-FAOC009476,supply_side
LEX-FAOC009481,supply_side
LEX-FAOC009482,unclear
LEX-FAOC009496,supply_side
LEX-FAOC009502,supply_side
LEX-FAOC009506,supply_side
LEX-FAOC009507,supply_side
LEX-FAOC009508,supply_side
LEX-FAOC009511,supply_side
LEX-FAOC009516,supply_side
LEX-FAOC009518,supply_side
LEX-FAOC009519,supply_side
LEX-FAOC009520,supply_side
LEX-FAOC009537,supply_side
LEX-FAOC009541,demand_side
LEX-FAOC009542,supply_side
LEX-FAOC009543,supply_side
LEX-FAOC009544,supply_side
LEX-FAOC009556,demand_side
LEX-FAOC009561,supply_side
LEX-FAOC009564,supply_side
LEX-FAOC009569,unclear
LEX-FAOC009570,supply_side
LEX-FAOC009571,unclear
LEX-FAOC009589,supply_side
LEX-FAOC009593,unclear
LEX-FAOC009599,supply_side
LEX-FAOC009625,supply_side
LEX-FAOC009632,supply_side
LEX-FAOC009637,supply_side
LEX-FAOC009638,supply_side
LEX-FAOC009639,supply_side
LEX-FAOC009643,supply_side
LEX-FAOC009648,demand_side
LEX-FAOC009660,demand_side
LEX-FAOC009664,supply_side
LEX-FAOC009666,demand_side
LEX-FAOC009674,supply_side
LEX-FAOC009681,supply_side
LEX-FAOC009699,demand_side
LEX-FAOC009700,demand_side
LEX-FAOC009702,unclear
LEX-FAOC009703,unclear
LEX-FAOC009704,supply_side
LEX-FAOC009705,supply_side
LEX-FAOC009707,unclear
LEX-FAOC009709,supply_side
LEX-FAOC009710,demand_side
LEX-FAOC009721,demand_side
LEX-FAOC009723,demand_side
LEX-FAOC009725,supply_side
LEX-FAOC009748,supply_side
LEX-FAOC009749,demand_side
LEX-FAOC009750,demand_side
LEX-FAOC009755,supply_side
LEX-FAOC009765,supply_side
LEX-FAOC009770,demand_side
LEX-FAOC009775,supply_side
LEX-FAOC009776,supply_side
LEX-FAOC009780,unclear
LEX-FAOC009782,supply_side
LEX-FAOC009788,demand_side
LEX-FAOC009789,demand_side
LEX-FAOC009790,supply_side
LEX-FAOC009793,supply_side
LEX-FAOC009797,supply_side
LEX-FAOC009799,supply_side
LEX-FAOC009802,supply_side
LEX-FAOC009805,supply_side
LEX-FAOC009807,demand_side
LEX-FAOC009808,unclear
LEX-FAOC009834,demand_side
LEX-FAOC009836,supply_side
LEX-FAOC009837,demand_side
LEX-FAOC009845,supply_side
LEX-FAOC009847,supply_side
LEX-FAOC009857,unclear
LEX-FAOC009858,unclear
LEX-FAOC009876,unclear
LEX-FAOC009884,supply_side
LEX-FAOC009898,demand_side
LEX-FAOC009917,supply_side
LEX-FAOC009919,unclear
LEX-FAOC009922,supply_side
LEX-FAOC009925,supply_side
LEX-FAOC009926,supply_side
LEX-FAOC009935,unclear
LEX-FAOC009938,supply_side
LEX-FAOC009945,supply_side
LEX-FAOC009946,demand_side
LEX-FAOC009947,supply_side
LEX-FAOC009948,supply_side
LEX-FAOC009956,demand_side
LEX-FAOC009958,unclear
LEX-FAOC009963,supply_side
LEX-FAOC009967,supply_side
LEX-FAOC009972,supply_side
LEX-FAOC009988,unclear
LEX-FAOC009989,unclear
LEX-FAOC009990,supply_side
LEX-FAOC009995,supply_side
LEX-FAOC009999,supply_side
LEX-FAOC010021,supply_side
LEX-FAOC010026,supply_side
LEX-FAOC010043,supply_side
LEX-FAOC010057,supply_side
LEX-FAOC010059,supply_side
LEX-FAOC010069,supply_side
LEX-FAOC010074,supply_side
LEX-FAOC010080,supply_side
LEX-FAOC010081,supply_side
LEX-FAOC010082,supply_side
LEX-FAOC010084,unclear
LEX-FAOC010088,unclear
LEX-FAOC010089,supply_side
LEX-FAOC010090,supply_side
LEX-FAOC010091,supply_side
LEX-FAOC010111,supply_side
LEX-FAOC010112,supply_side
LEX-FAOC010119,supply_side
LEX-FAOC010126,supply_side
LEX-FAOC010127,unclear
LEX-FAOC010136,supply_side
LEX-FAOC010145,unclear
LEX-FAOC010148,demand_side
LEX-FAOC010150,supply_side
LEX-FAOC010153,supply_side
LEX-FAOC010160,supply_side
LEX-FAOC010165,unclear
LEX-FAOC010175,demand_side
LEX-FAOC010176,supply_side
LEX-FAOC010180,supply_side
LEX-FAOC010212,supply_side
LEX-FAOC010216,supply_side
LEX-FAOC010230,unclear
LEX-FAOC010237,supply_side
LEX-FAOC010242,demand_side
LEX-FAOC010258,unclear
LEX-FAOC010265,supply_side
LEX-FAOC010269,unclear
LEX-FAOC010274,demand_side
LEX-FAOC010280,supply_side
LEX-FAOC010281,supply_side
LEX-FAOC010282,supply_side
LEX-FAOC010284,supply_side
LEX-FAOC010286,supply_side
LEX-FAOC010287,supply_side
LEX-FAOC010292,unclear
LEX-FAOC010294,supply_side
LEX-FAOC010299,supply_side
LEX-FAOC010309,unclear
LEX-FAOC010324,unclear
LEX-FAOC010342,supply_side
LEX-FAOC010381,unclear
LEX-FAOC010401,supply_side
LEX-FAOC010437,supply_side
LEX-FAOC010438,supply_side
LEX-FAOC010439,supply_side
LEX-FAOC010440,supply_side
LEX-FAOC010441,supply_side
LEX-FAOC010460,supply_side
LEX-FAOC010499,demand_side
LEX-FAOC010520,unclear
LEX-FAOC010521,supply_side
LEX-FAOC010523,supply_side
LEX-FAOC010525,supply_side
LEX-FAOC010527,supply_side
LEX-FAOC010529,supply_side
LEX-FAOC010531,supply_side
LEX-FAOC010534,supply_side
LEX-FAOC010542,supply_side
LEX-FAOC010546,demand_side
LEX-FAOC010548,supply_side
LEX-FAOC010552,supply_side
LEX-FAOC010553,demand_side
LEX-FAOC010568,unclear
LEX-FAOC010576,supply_side
LEX-FAOC010595,supply_side
LEX-FAOC010613,supply_side
LEX-FAOC010628,supply_side
LEX-FAOC010629,supply_side
LEX-FAOC010634,supply_side
LEX-FAOC010640,supply_side
LEX-FAOC010659,demand_side
LEX-FAOC010665,supply_side
LEX-FAOC010667,supply_side
LEX-FAOC010668,supply_side
LEX-FAOC010669,unclear
LEX-FAOC010670,supply_side
LEX-FAOC010671,supply_side
LEX-FAOC010672,supply_side
LEX-FAOC010673,unclear
LEX-FAOC010681,supply_side
LEX-FAOC010746,supply_side
LEX-FAOC010759,supply_side
LEX-FAOC010763,supply_side
LEX-FAOC010775,supply_side
LEX-FAOC010794,unclear
LEX-FAOC010796,unclear
LEX-FAOC010799,supply_side
LEX-FAOC010804,supply_side
LEX-FAOC010806,supply_side
LEX-FAOC010808,unclear
LEX-FAOC010809,unclear
LEX-FAOC010813,supply_side
LEX-FAOC010815,supply_side
LEX-FAOC010816,supply_side
LEX-FAOC010874,supply_side
LEX-FAOC010887,supply_side
LEX-FAOC010919,supply_side
LEX-FAOC010923,supply_side
LEX-FAOC010924,unclear
LEX-FAOC010935,supply_side
LEX-FAOC010944,unclear
LEX-FAOC010947,unclear
LEX-FAOC010948,supply_side
LEX-FAOC010953,unclear
LEX-FAOC010955,unclear
LEX-FAOC010966,supply_side
LEX-FAOC010969,unclear
LEX-FAOC010976,supply_side
LEX-FAOC011010,supply_side
LEX-FAOC011011,supply_side
LEX-FAOC011029,supply_side
LEX-FAOC011032,supply_side
LEX-FAOC011051,demand_side
LEX-FAOC011053,supply_side
LEX-FAOC011054,supply_side
LEX-FAOC011072,demand_side
LEX-FAOC011073,unclear
LEX-FAOC011083,supply_side
LEX-FAOC011085,supply_side
LEX-FAOC011088,unclear
LEX-FAOC011099,supply_side
LEX-FAOC011107,supply_side
LEX-FAOC011118,supply_side
LEX-FAOC011127,demand_side
LEX-FAOC011159,supply_side
LEX-FAOC011184,supply_side
LEX-FAOC011193,supply_side
LEX-FAOC011196,supply_side
LEX-FAOC011197,supply_side
LEX-FAOC011200,supply_side
LEX-FAOC011224,supply_side
LEX-FAOC011234,supply_side
LEX-FAOC011330,supply_side
LEX-FAOC011334,unclear
LEX-FAOC011349,unclear
LEX-FAOC011396,unclear
LEX-FAOC011398,supply_side
LEX-FAOC011400,supply_side
LEX-FAOC011410,supply_side
LEX-FAOC011411,supply_side
LEX-FAOC011413,supply_side
LEX-FAOC011414,supply_side
LEX-FAOC011417,supply_side
LEX-FAOC011419,demand_side
LEX-FAOC011421,unclear
LEX-FAOC011429,supply_side
LEX-FAOC011431,supply_side
LEX-FAOC011437,supply_side
LEX-FAOC011451,supply_side
LEX-FAOC011452,supply_side
